"Statistic Label","Year","Percentile","Age Group","UNIT","VALUE"
"Annual Change (Annual Earnings)","2020","80th percentile","25 - 29 years","%","8.3"
"Annual Change (Annual Earnings)","2020","80th percentile","30 - 39 years","%","8.4"
"Annual Change (Annual Earnings)","2020","80th percentile","40 - 49 years","%","7.1"
"Annual Change (Annual Earnings)","2020","80th percentile","50 - 59 years","%","7.2"
"Annual Change (Annual Earnings)","2020","80th percentile","60 years and over","%","10.3"
"Annual Change (Annual Earnings)","2020","85th percentile","15 - 24 years","%","9.5"
"Annual Change (Annual Earnings)","2020","85th percentile","15 years and over","%","8.2"
"Annual Change (Annual Earnings)","2020","85th percentile","25 - 29 years","%","8.8"
"Annual Change (Annual Earnings)","2020","85th percentile","30 - 39 years","%","8.1"
"Annual Change (Annual Earnings)","2020","85th percentile","40 - 49 years","%","6.9"
"Annual Change (Annual Earnings)","2020","85th percentile","50 - 59 years","%","6.5"
"Annual Change (Annual Earnings)","2020","85th percentile","60 years and over","%","9.7"
"Annual Change (Annual Earnings)","2020","90th percentile","15 - 24 years","%","8.2"
"Annual Change (Annual Earnings)","2020","90th percentile","15 years and over","%","8"
"Annual Change (Annual Earnings)","2020","90th percentile","25 - 29 years","%","9.7"
"Annual Change (Annual Earnings)","2020","90th percentile","30 - 39 years","%","8.6"
"Annual Change (Annual Earnings)","2020","90th percentile","40 - 49 years","%","6.7"
"Annual Change (Annual Earnings)","2020","90th percentile","50 - 59 years","%","7.1"
"Annual Change (Annual Earnings)","2020","90th percentile","60 years and over","%","9.1"
"Annual Change (Annual Earnings)","2020","95th percentile","15 - 24 years","%","9.6"
"Annual Change (Annual Earnings)","2020","95th percentile","15 years and over","%","9.2"
"Annual Change (Annual Earnings)","2020","95th percentile","25 - 29 years","%","10.1"
"Annual Change (Annual Earnings)","2020","95th percentile","30 - 39 years","%","10.2"
"Annual Change (Annual Earnings)","2020","95th percentile","40 - 49 years","%","7"
"Annual Change (Annual Earnings)","2020","95th percentile","50 - 59 years","%","8.9"
"Annual Change (Annual Earnings)","2020","95th percentile","60 years and over","%","9.2"
"Annual Change (Annual Earnings)","2021","5th percentile","15 - 24 years","%","-3.9"
"Annual Change (Annual Earnings)","2021","5th percentile","15 years and over","%","-5.8"
"Annual Change (Annual Earnings)","2021","5th percentile","25 - 29 years","%","-2.1"
"Annual Change (Annual Earnings)","2021","5th percentile","30 - 39 years","%","-6.1"
"Annual Change (Annual Earnings)","2021","5th percentile","40 - 49 years","%","-5.8"
"Annual Change (Annual Earnings)","2021","5th percentile","50 - 59 years","%","-2.4"
"Annual Change (Annual Earnings)","2021","5th percentile","60 years and over","%","-1.3"
"Annual Change (Annual Earnings)","2021","10th percentile","15 - 24 years","%","-4.3"
"Annual Change (Annual Earnings)","2021","10th percentile","15 years and over","%","-3.5"
"Annual Change (Annual Earnings)","2021","10th percentile","25 - 29 years","%","1.5"
"Annual Change (Annual Earnings)","2021","10th percentile","30 - 39 years","%","-0.9"
"Annual Change (Annual Earnings)","2021","10th percentile","40 - 49 years","%","-1.7"
"Annual Change (Annual Earnings)","2021","10th percentile","50 - 59 years","%","-2.7"
"Annual Change (Annual Earnings)","2021","10th percentile","60 years and over","%","-1.4"
"Annual Change (Annual Earnings)","2021","15th percentile","15 - 24 years","%","-3.3"
"Annual Change (Annual Earnings)","2021","15th percentile","15 years and over","%","-0.8"
"Annual Change (Annual Earnings)","2021","15th percentile","25 - 29 years","%","2.2"
"Annual Change (Annual Earnings)","2021","15th percentile","30 - 39 years","%","0.9"
"Annual Change (Annual Earnings)","2021","15th percentile","40 - 49 years","%","0.2"
"Annual Change (Annual Earnings)","2021","15th percentile","50 - 59 years","%","-0.6"
"Annual Change (Annual Earnings)","2021","15th percentile","60 years and over","%","-1.2"
"Annual Change (Annual Earnings)","2021","20th percentile","15 - 24 years","%","-4.2"
"Annual Change (Annual Earnings)","2021","20th percentile","15 years and over","%","0.5"
"Annual Change (Annual Earnings)","2021","20th percentile","25 - 29 years","%","2.8"
"Annual Change (Annual Earnings)","2021","20th percentile","30 - 39 years","%","1.6"
"Annual Change (Annual Earnings)","2021","20th percentile","40 - 49 years","%","0.9"
"Annual Change (Annual Earnings)","2021","20th percentile","50 - 59 years","%","0.7"
"Annual Change (Annual Earnings)","2021","20th percentile","60 years and over","%","-1.8"
"Annual Change (Annual Earnings)","2021","25th percentile","15 - 24 years","%","-3.8"
"Annual Change (Annual Earnings)","2021","25th percentile","15 years and over","%","1.2"
"Annual Change (Annual Earnings)","2021","25th percentile","25 - 29 years","%","3.2"
"Annual Change (Annual Earnings)","2021","25th percentile","30 - 39 years","%","1.7"
"Annual Change (Annual Earnings)","2021","25th percentile","40 - 49 years","%","1.2"
"Annual Change (Annual Earnings)","2021","25th percentile","50 - 59 years","%","1.1"
"Annual Change (Annual Earnings)","2021","25th percentile","60 years and over","%","0.1"
"Annual Change (Annual Earnings)","2021","30th percentile","15 - 24 years","%","-2.6"
"Annual Change (Annual Earnings)","2021","30th percentile","15 years and over","%","1.5"
"Annual Change (Annual Earnings)","2021","30th percentile","25 - 29 years","%","3.5"
"Annual Change (Annual Earnings)","2021","30th percentile","30 - 39 years","%","2"
"Annual Change (Annual Earnings)","2021","30th percentile","40 - 49 years","%","1.3"
"Annual Change (Annual Earnings)","2021","30th percentile","50 - 59 years","%","1"
"Annual Change (Annual Earnings)","2021","30th percentile","60 years and over","%","-0.1"
"Annual Change (Annual Earnings)","2021","35th percentile","15 - 24 years","%","-1.8"
"Annual Change (Annual Earnings)","2021","35th percentile","15 years and over","%","1.7"
"Annual Change (Annual Earnings)","2021","35th percentile","25 - 29 years","%","3.6"
"Annual Change (Annual Earnings)","2021","35th percentile","30 - 39 years","%","1.9"
"Annual Change (Annual Earnings)","2021","35th percentile","40 - 49 years","%","1.3"
"Annual Change (Annual Earnings)","2021","35th percentile","50 - 59 years","%","1"
"Annual Change (Annual Earnings)","2021","35th percentile","60 years and over","%","0.1"
"Annual Change (Annual Earnings)","2021","40th percentile","15 - 24 years","%","-0.8"
"Annual Change (Annual Earnings)","2021","40th percentile","15 years and over","%","1.7"
"Annual Change (Annual Earnings)","2021","40th percentile","25 - 29 years","%","3.8"
"Annual Change (Annual Earnings)","2021","40th percentile","30 - 39 years","%","2.1"
"Annual Change (Annual Earnings)","2021","40th percentile","40 - 49 years","%","1.2"
"Annual Change (Annual Earnings)","2021","40th percentile","50 - 59 years","%","1.1"
"Annual Change (Annual Earnings)","2021","40th percentile","60 years and over","%","0.1"
"Annual Change (Annual Earnings)","2021","45th percentile","15 - 24 years","%","0"
"Annual Change (Annual Earnings)","2021","45th percentile","15 years and over","%","1.8"
"Annual Change (Annual Earnings)","2021","45th percentile","25 - 29 years","%","3.7"
"Annual Change (Annual Earnings)","2021","45th percentile","30 - 39 years","%","1.9"
"Annual Change (Annual Earnings)","2021","45th percentile","40 - 49 years","%","1.3"
"Annual Change (Annual Earnings)","2021","45th percentile","50 - 59 years","%","1.2"
"Annual Change (Annual Earnings)","2021","45th percentile","60 years and over","%","-0.1"
"Annual Change (Annual Earnings)","2021","50th percentile","15 - 24 years","%","0.5"
"Annual Change (Annual Earnings)","2021","50th percentile","15 years and over","%","1.6"
"Annual Change (Annual Earnings)","2021","50th percentile","25 - 29 years","%","3.8"
"Annual Change (Annual Earnings)","2021","50th percentile","30 - 39 years","%","1.8"
"Annual Change (Annual Earnings)","2021","50th percentile","40 - 49 years","%","1.1"
"Annual Change (Annual Earnings)","2021","50th percentile","50 - 59 years","%","1.1"
"Annual Change (Annual Earnings)","2021","50th percentile","60 years and over","%","-0.2"
"Annual Change (Annual Earnings)","2021","55th percentile","15 - 24 years","%","0.8"
"Annual Change (Annual Earnings)","2021","55th percentile","15 years and over","%","1.6"
"Annual Change (Annual Earnings)","2021","55th percentile","25 - 29 years","%","3.7"
"Annual Change (Annual Earnings)","2021","55th percentile","30 - 39 years","%","1.8"
"Annual Change (Annual Earnings)","2021","55th percentile","40 - 49 years","%","0.9"
"Annual Change (Annual Earnings)","2021","55th percentile","50 - 59 years","%","0.9"
"Annual Change (Annual Earnings)","2021","55th percentile","60 years and over","%","-0.3"
"Annual Change (Annual Earnings)","2021","60th percentile","15 - 24 years","%","0.9"
"Annual Change (Annual Earnings)","2021","60th percentile","15 years and over","%","1.5"
"Annual Change (Annual Earnings)","2021","60th percentile","25 - 29 years","%","3.2"
"Annual Change (Annual Earnings)","2021","60th percentile","30 - 39 years","%","1.7"
"Annual Change (Annual Earnings)","2021","60th percentile","40 - 49 years","%","1"
"Annual Change (Annual Earnings)","2021","60th percentile","50 - 59 years","%","1.1"
"Annual Change (Annual Earnings)","2021","60th percentile","60 years and over","%","1"
"Annual Change (Annual Earnings)","2021","65th percentile","15 - 24 years","%","0.8"
"Annual Change (Annual Earnings)","2021","65th percentile","15 years and over","%","1.4"
"Annual Change (Annual Earnings)","2021","65th percentile","25 - 29 years","%","2.9"
"Annual Change (Annual Earnings)","2021","65th percentile","30 - 39 years","%","1.4"
"Annual Change (Annual Earnings)","2021","65th percentile","40 - 49 years","%","1.1"
"Annual Change (Annual Earnings)","2021","65th percentile","50 - 59 years","%","0.9"
"Annual Change (Annual Earnings)","2021","65th percentile","60 years and over","%","-0.4"
"Annual Change (Annual Earnings)","2021","70th percentile","15 - 24 years","%","1.6"
"Annual Change (Annual Earnings)","2021","70th percentile","15 years and over","%","1.5"
"Annual Change (Annual Earnings)","2021","70th percentile","25 - 29 years","%","2.5"
"Annual Change (Annual Earnings)","2021","70th percentile","30 - 39 years","%","1.7"
"Annual Change (Annual Earnings)","2021","70th percentile","40 - 49 years","%","0.9"
"Annual Change (Annual Earnings)","2021","70th percentile","50 - 59 years","%","1"
"Annual Change (Annual Earnings)","2021","70th percentile","60 years and over","%","-0.3"
"Annual Change (Annual Earnings)","2021","75th percentile","15 - 24 years","%","1.9"
"Annual Change (Annual Earnings)","2021","75th percentile","15 years and over","%","1.5"
"Annual Change (Annual Earnings)","2021","75th percentile","25 - 29 years","%","2.8"
"Annual Change (Annual Earnings)","2021","75th percentile","30 - 39 years","%","1.7"
"Annual Change (Annual Earnings)","2021","75th percentile","40 - 49 years","%","1"
"Annual Change (Annual Earnings)","2021","75th percentile","50 - 59 years","%","0.7"
"Annual Change (Annual Earnings)","2021","75th percentile","60 years and over","%","-0.1"
"Annual Change (Annual Earnings)","2021","80th percentile","15 - 24 years","%","2.8"
"Annual Change (Annual Earnings)","2021","80th percentile","15 years and over","%","1.4"
"Annual Change (Annual Earnings)","2021","80th percentile","25 - 29 years","%","3.1"
"Annual Change (Annual Earnings)","2021","80th percentile","30 - 39 years","%","2"
"Annual Change (Annual Earnings)","2021","80th percentile","40 - 49 years","%","1.2"
"Annual Change (Annual Earnings)","2021","80th percentile","50 - 59 years","%","1"
"Annual Change (Annual Earnings)","2021","80th percentile","60 years and over","%","0"
"Annual Change (Annual Earnings)","2021","85th percentile","15 - 24 years","%","3.1"
"Annual Change (Annual Earnings)","2021","85th percentile","15 years and over","%","1.8"
"Annual Change (Annual Earnings)","2021","85th percentile","25 - 29 years","%","3.2"
"Annual Change (Annual Earnings)","2021","85th percentile","30 - 39 years","%","2.4"
"Annual Change (Annual Earnings)","2021","85th percentile","40 - 49 years","%","1.5"
"Annual Change (Annual Earnings)","2021","85th percentile","50 - 59 years","%","1.6"
"Annual Change (Annual Earnings)","2021","85th percentile","60 years and over","%","-0.5"
"Annual Change (Annual Earnings)","2021","90th percentile","15 - 24 years","%","2.9"
"Annual Change (Annual Earnings)","2021","90th percentile","15 years and over","%","2.6"
"Annual Change (Annual Earnings)","2021","90th percentile","25 - 29 years","%","3.3"
"Annual Change (Annual Earnings)","2021","90th percentile","30 - 39 years","%","3.5"
"Annual Change (Annual Earnings)","2021","90th percentile","40 - 49 years","%","1.8"
"Annual Change (Annual Earnings)","2021","90th percentile","50 - 59 years","%","2.1"
"Annual Change (Annual Earnings)","2021","90th percentile","60 years and over","%","-0.6"
"Annual Change (Annual Earnings)","2021","95th percentile","15 - 24 years","%","3.4"
"Annual Change (Annual Earnings)","2021","95th percentile","15 years and over","%","3.3"
"Annual Change (Annual Earnings)","2021","95th percentile","25 - 29 years","%","3.4"
"Annual Change (Annual Earnings)","2021","95th percentile","30 - 39 years","%","5.4"
"Annual Change (Annual Earnings)","2021","95th percentile","40 - 49 years","%","2.5"
"Annual Change (Annual Earnings)","2021","95th percentile","50 - 59 years","%","1.9"
"Annual Change (Annual Earnings)","2021","95th percentile","60 years and over","%","-0.3"
"Annual Change (Annual Earnings)","2022","5th percentile","15 - 24 years","%","-2.4"
"Annual Change (Annual Earnings)","2022","5th percentile","15 years and over","%","-0.5"
